id,action,purpose,why,contact,url,agency,labeler
e234994be555,Use 311 or another channel,channel,HRA's ACCESSHRA app lets clients manage SNAP/Cash Assistance benefits directly.,ACCESSHRA app,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e23833d56a7e,Track with agency,status,OMB says litter basket collection funding is baselined; Parks sets frequency and locations.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2507e341f3c,Contact agency,redirect,DOHMH says further conversations need to be had with DOE.,,,Department of Education,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e25cbc2d61e8,No follow-up needed,none,"Already completed; SBS invested $200,000 over three years to help create the Coney Island BID.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e25d51a55cfc,Contact agency,reconsider,Parks confirms this sidewalk is under its jurisdiction; cannot accommodate.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e25d6df16601,Track with agency,status,Project is ongoing and in design; OMB says contact the agency for a status update.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e262e23c4271,Contact elected officials,funding,Parks funds are insufficient; both responses recommend elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e26d6f83c58b,Track with agency,status,SNAP is federally funded with income eligibility rules; OMB says already funded.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e26f6739e21a,Track with agency,status,Work on this was either completed or expected to finish by FY2019.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e271e84d4d96,Contact agency,study,DOT and DEP need to jointly investigate; DOT will advise once the investigation is done.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2727bf4e3c8,Track with agency,status,DOT will provide an update to the Union Square Partnership BID on this.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e27500431fb5,Track with agency,status,DOHMH already provides bed bug policy guidance and an online portal for prevention information.,,www.nyc.gov/html/om/pdf/2010/dm_07-28-10.pdf,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2760e5beeed,Contact elected officials,funding,Parks supports this request but lacks capital funding; advises advocating with elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e281057b1093,Contact agency,study,"OMB says further agency study is needed, despite HRA's existing CFC funding explanation.",,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
e28109eec386,Contact agency,study,OMB says further investigation is needed; this GreenThumb funding would be expense-type.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e28a7b8de8aa,Track with agency,status,OMB says funding for this program has already been restored.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2a12a19cb5d,Contact elected officials,funding,Parks supports and is requesting FY26 funding for this project.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2a84f82ffec,Track with agency,status,GreenThumb garden renovation is planned as part of a capital project.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e2c9b077477d,Contact agency,reconsider,DOT will keep this corridor in mind for a future project but doesn't support it now.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2d0eaaab221,Contact agency,clarify,OMB says more information is needed from the board before a funding decision.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2d7bd50eaea,Track with agency,status,D'Emic Playground capital improvements are funded; construction begins spring 2025.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2da48794585,Contact agency,clarify,DOT will accommodate if the board sends a letter identifying locations and requesting a study.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2da51d732c1,Contact elected officials,funding,DOT's Broadway reconstruction is unfunded; interim in-house safety fixes are planned at some intersections.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2dd81889943,Track with agency,status,"Project funded in a prior year and now underway, managed by DDC.",,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e2f365fa969d,Contact elected officials,advocacy,Expanding red light cameras here requires new legislation.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e2f531ce0275,Use 311 or another channel,channel,"DOT says submit red light camera location requests via 311, not the CB process.",,https://portal.311.nyc.gov/article/?kanumber=KA-02324,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e2fe3d180cea,Contact agency,reconsider,"DOT says it only installs traffic enforcement cameras, not other camera types.",,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e30271043100,Contact agency,clarify,DOT needs a list of specific locations to consider for pedestrian signals.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e309d0f691a1,Contact agency,study,OMB says further study of this request by the agency is needed.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e31a990309b3,Track with agency,status,Funds maintained citywide; agency schedules specific allocations after budget adoption.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3247af5040a,Contact agency,clarify,Agency can address via maintenance instead of capital funds; needs locations.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e32b00cfebc0,Track with agency,status,Agency supports and will provide updates on capital commitments via Oversight Committee.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e32bad397ae2,No follow-up needed,none,Request already completed; project is capitally funded.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3318afb6055,No follow-up needed,none,Request already completed; DYCD funds literacy and ESOL programs in district.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3332c329a3e,Contact agency,redirect,Parks says the area under the Williamsburg Bridge is controlled by DOT.,,,Department of Transportation,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e33877acae7a,Contact elected officials,funding,DOT supports capital reconstruction but cannot accommodate at this time.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e34105f95d3d,No follow-up needed,none,OMB confirms funding for this library expense program was restored.,,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
e36928e19e2e,Contact agency,study,OMB says further study is needed; not DoITT specific.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e36ae3e68dfb,Contact agency,redirect,SCA says funding isn't available; Parks Dept. should be contacted instead.,,,Department of Parks & Recreation,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e37e19563bed,No follow-up needed,none,Agency already responded on daylighting initiatives for corridor; OMB marks remove.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e37e4245a515,Contact agency,reconsider,DYCD cannot fund individual organizations outside its RFP process.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e384227a116a,Contact agency and elected officials,funding,NYPD cameras funded via elected officials' allocations; submit locations to precinct.,local precinct commander (for submission to Information Technology Bureau),,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e386d5593473,Track with agency,status,DOT supports and will accommodate the request.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e38c95989d73,No follow-up needed,none,Community composting was funded by City Council for FY25; considered complete.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3a80ab8219d,Contact agency,study,OMB says further study needed despite agency citing funding need.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3ad580fb8b1,Contact elected officials,funding,"Summer Rising expansion depends on available funds, DYCD says.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3ae9c8dc1a9,Contact agency,discuss,OMB directs board to contact agency; item may be capital-ineligible under covenant.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3c5daa2ab33,Contact agency,study,OMB says further study of this request by agency is needed.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3c8a8b40ad6,Contact elected officials,funding,OMB recommends bringing this library funding request to elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3cbf41cf638,Contact agency,reconsider,"DOHMH says property owners, not the agency, are responsible for upkeep.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3d5189f6710,Track with agency,status,DOB will use existing resources and approved funding to accommodate.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3d802f2bf82,Contact agency,reconsider,"DYCD funds literacy programs via RFP process, subject to available funding.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3e12c04ea35,Contact agency,clarify,DOT needs a specific location; reach out with details to look into it.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e3ec0c27c5ae,Contact agency,discuss,Multi-part request; OMB says agency recommended funding for part only.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3f4279ca1ba,No follow-up needed,none,Request already completed; DYCD workforce programs include career exploration and trades.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3f4c438df8d,No follow-up needed,none,OMB says work on this project was completed in FY 2020.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e3f9c333fb39,Track with agency,status,DCP will help the board access data via its Capital Planning Explorer and office.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e3fda70aa920,Track with agency,status,OMB says this request has already been funded; HRA runs legal services.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e40a288a49db,Contact elected officials,funding,Parks recommends funding but availability of funds is uncertain.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e415c0f4718e,Contact agency,clarify,DSNY needs board to report specific areas or locations of concern.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e41610332674,Contact elected officials,funding,Parks has no funding allocated; board can reach out to elected officials.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e41f3a7b153a,Contact elected officials,funding,Parks supports request but lacks capital funding; advocate to elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e42452eaf490,Track with agency,status,Project funded prior year; final design contract let; managed by DDC.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e4350be06d2d,Track with agency,status,Better Bin rollout continues; more bins possible with added funding.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e440e2ec16b8,Track with agency,status,OMB says this request has already been funded by the city.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e44a08d0e5cc,Contact agency,redirect,HPD says the Gansevoort Square RFP is led by EDC; reach out to EDC.,,,Economic Development Corporation,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e44f36fcb29a,No follow-up needed,none,Training opportunities for older adults already exist online and in-person.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
e44fd2cc6acd,Use 311 or another channel,channel,DYCD says program siting follows its RFP process; sign up for alerts.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
e45187328fba,Contact agency,clarify,DHS does not understand the request; needs more clarity from board.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
